name,year,age,selling_price_INR,selling_price_USD,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats
Toyota Innova Crysta 2.8 ZX AT BSIV,2016,4,"1,800,000.00",23400.00,30000,Diesel,Individual,Automatic,First Owner,11.36 kmpl,2755 CC,171.5 bhp,360Nm@ 1200-3400rpm,7
Ford Figo Aspire 1.2 Ti-VCT Trend,2018,2,"550,000.00",7150.00,14200,Petrol,Individual,Manual,First Owner,18.16 kmpl,1196 CC,86.8 bhp,112Nm@ 4000rpm,5
Ford Fiesta 1.4 Duratec EXI Limited Edition,2007,13,"142,000.00",1846.00,97000,Petrol,Individual,Manual,First Owner,16.6 kmpl,1388 CC,68 bhp,"16.3@ 2,000(kgm@ rpm)",5
Tata New Safari DICOR 2.2 VX 4x2,2012,8,"725,000.00",9425.00,90000,Diesel,Individual,Manual,First Owner,13.93 kmpl,2179 CC,138 bhp,320Nm@ 1700-2700rpm,7
Hyundai i20 1.2 Asta Option,2017,3,"630,000.00",8190.00,30000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5
Hyundai i20 Sportz 1.2,2015,5,"480,000.00",6240.00,50000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5
Maruti Alto K10 VXI,2016,4,"330,000.00",4290.00,30000,Petrol,Individual,Manual,First Owner,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5
Maruti Gypsy King Soft Top MPI BSIV,2017,3,"500,000.00",6500.00,20000,Petrol,Individual,Manual,First Owner,11.96 kmpl,1298 CC,80 bhp,103Nm@ 4500rpm,8
Volkswagen Polo Diesel Highline 1.2L,2012,8,"300,000.00",3900.00,60300,Diesel,Individual,Manual,First Owner,22.07 kmpl,1199 CC,73.9 bhp,180Nm@ 2000rpm,5
Tata Zest Quadrajet 1.3 XM,2015,5,"400,000.00",5200.00,35000,Diesel,Individual,Manual,First Owner,23.0 kmpl,1248 CC,88.7 bhp,200Nm@ 1750-3000rpm,5
Tata Safari DICOR 2.2 EX 4x2,2011,9,"320,000.00",4160.00,80000,Diesel,Individual,Manual,First Owner,13.93 kmpl,2179 CC,138.03 bhp,320Nm@ 1700-2700rpm,7
Hyundai i10 Magna 1.1L,2008,12,"180,000.00",2340.00,44391,Petrol,Individual,Manual,Second Owner,19.81 kmpl,1086 CC,68.05 bhp,99.04Nm@ 4500rpm,5
Maruti Baleno Sigma 1.3,2016,4,"530,000.00",6890.00,58000,Diesel,Individual,Manual,First Owner,27.39 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
Mahindra Bolero 2011-2019 Special Edition,2015,5,"600,000.00",7800.00,40000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7
Maruti Ertiga SHVS ZDI,2017,3,"780,000.00",10140.00,66000,Diesel,Individual,Manual,Second Owner,24.52 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,7
Honda City i DTec SV,2016,4,"700,000.00",9100.00,110000,Diesel,Individual,Manual,First Owner,26.0 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5
Chevrolet Beat Diesel,2013,7,"175,000.00",2275.00,56315,Diesel,Individual,Manual,First Owner,25.44 kmpl,936 CC,57.6 bhp,150Nm@ 1750rpm,5
Mahindra Bolero Power Plus SLE,2017,3,"735,000.00",9555.00,70000,Diesel,Individual,Manual,First Owner,16.5 kmpl,1493 CC,70 bhp,195Nm@ 1400-2200rpm,7
Toyota Etios Liva GD,2013,7,"325,000.00",4225.00,120000,Diesel,Individual,Manual,First Owner,23.59 kmpl,1364 CC,67.06 bhp,170Nm@ 1800-2400rpm,5
Chevrolet Tavera LS B3 10 Seats BSII,2006,14,"225,000.00",2925.00,100000,Diesel,Individual,Manual,First Owner,14.8 kmpl,2499 CC,80 bhp,"19@ 1,800(kgm@ rpm)",10
Tata Zest Quadrajet 1.3 XM,2015,5,"350,000.00",4550.00,90000,Diesel,Individual,Manual,Second Owner,23.0 kmpl,1248 CC,88.7 bhp,200Nm@ 1750-3000rpm,5
Maruti Wagon R LXI DUO BSIII,2006,14,"110,000.00",1430.00,120000,LPG,Individual,Manual,Third Owner,17.3 km/kg,1061 CC,57.5 bhp,"7.8@ 4,500(kgm@ rpm)",5
Maruti Zen Estilo LXI BSIII,2007,13,"85,000.00",1105.00,160000,Petrol,Individual,Manual,Fourth & Above Owner,18.2 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5
Toyota Corolla AE,2006,14,"150,000.00",1950.00,100000,Petrol,Individual,Manual,Fourth & Above Owner,13.4 kmpl,1794 CC,125 bhp,"16.1@ 4,200(kgm@ rpm)",5
Maruti Swift Dzire VDi,2009,11,"225,000.00",2925.00,120000,Diesel,Individual,Manual,Third Owner,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5
Tata Indica Vista Terra Quadrajet 1.3L,2010,10,"111,000.00",1443.00,100000,Diesel,Individual,Manual,Second Owner,18.0 kmpl,1248 CC,75 bhp,190Nm@ 1750rpm,5
Maruti Wagon R VXI Minor,2007,13,"150,000.00",1950.00,70000,Petrol,Individual,Manual,Third Owner,18.9 kmpl,1061 CC,67 bhp,84Nm@ 3500rpm,5
Hyundai EON Era Plus,2017,3,"300,000.00",3900.00,15151,Petrol,Individual,Manual,Second Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5
Mahindra Scorpio 1.99 S6 Plus,2015,5,"630,000.00",8190.00,60000,Diesel,Individual,Manual,First Owner,15.4 kmpl,1997 CC,120 bhp,280Nm@ 1800-2800rpm,7
Hyundai i10 Era,2011,9,"206,000.00",2678.00,100000,Petrol,Individual,Manual,First Owner,19.81 kmpl,1086 CC,68.05 bhp,99.04Nm@ 4500rpm,5
Maruti Wagon R LXI,2006,14,"70,000.00",910.00,110000,Petrol,Individual,Manual,Fourth & Above Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5
Hyundai Grand i10 1.2 Kappa Magna AT,2019,1,"567,000.00",7371.00,7000,Petrol,Individual,Automatic,First Owner,18.9 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5
Maruti Wagon R LXI,2005,15,"65,000.00",845.00,35000,Petrol,Individual,Manual,First Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5
Maruti Swift Dzire VDI,2016,4,"550,000.00",7150.00,60000,Diesel,Individual,Manual,Second Owner,26.59 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
Hyundai i10 Magna,2010,10,"140,000.00",1820.00,70000,Petrol,Individual,Manual,Fourth & Above Owner,20.36 kmpl,1197 CC,78.9 bhp,111.7Nm@ 4000rpm,5
Renault KWID RXT,2016,4,"300,000.00",3900.00,30000,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm,5
Ford EcoSport 1.5 Ti VCT MT Titanium BSIV,2013,7,"500,000.00",6500.00,70000,Petrol,Individual,Manual,Second Owner,15.85 kmpl,1499 CC,110.4 bhp,140Nm@ 4400rpm,5
Hyundai Grand i10 Sportz,2015,5,"400,000.00",5200.00,128000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5
Maruti Swift VDI BSIV,2011,9,"340,000.00",4420.00,160000,Diesel,Individual,Manual,Second Owner,,,,,
Toyota Innova 2.5 GX 8 STR,2012,8,"850,000.00",11050.00,120000,Diesel,Individual,Manual,Second Owner,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),8
Maruti Swift VDI BSIV,2014,6,"570,000.00",7410.00,15000,Diesel,Individual,Manual,First Owner,25.2 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
Maruti Swift Dzire VDI,2017,3,"699,000.00",9087.00,60000,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm,5
Honda Brio Exclusive Edition,2013,7,"355,000.00",4615.00,80000,Petrol,Individual,Manual,First Owner,19.4 kmpl,1198 CC,86.8 bhp,109Nm@ 4500rpm,5
Maruti Swift Dzire VDI Optional,2016,4,"690,000.00",8970.00,80000,Diesel,Individual,Manual,First Owner,26.59 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
Ford Fiesta 1.4 Duratorq ZXI,2006,14,"180,000.00",2340.00,114321,Diesel,Individual,Manual,Second Owner,17.8 kmpl,1399 CC,68 bhp,"16.3@ 2,000(kgm@ rpm)",5
Tata Indica Vista TDI LX,2013,7,"200,000.00",2600.00,120000,Diesel,Individual,Manual,First Owner,19.4 kmpl,1405 CC,70 bhp,135.4Nm@ 2500rpm,5
Mahindra Scorpio VLX 2WD AIRBAG AT BSIV,2012,8,"575,000.00",7475.00,120000,Diesel,Individual,Manual,Second Owner,12.05 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,8
Toyota Etios Liva GD,2014,6,"415,000.00",5395.00,146000,Diesel,Individual,Manual,First Owner,23.59 kmpl,1364 CC,67.06 bhp,170Nm@ 1800-2400rpm,5
Hyundai i10 Magna LPG,2012,8,"350,000.00",4550.00,30000,LPG,Individual,Manual,First Owner,19.2 km/kg,1086 CC,68.05 bhp,99.04Nm@ 4500rpm,5
Hyundai EON D Lite Plus,2017,3,"350,000.00",4550.00,20000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5
Toyota Platinum Etios 1.4 GD,2017,3,"632,000.00",8216.00,150000,Diesel,Individual,Manual,First Owner,23.59 kmpl,1364 CC,67.05 bhp,170Nm@ 1800-2400rpm,5
Maruti Eeco CNG 5 Seater AC BSIV,2014,6,"325,000.00",4225.00,70000,CNG,Individual,Manual,Second Owner,21.94 km/kg,1196 CC,61.7 bhp,85Nm@ 3000rpm,5
Hyundai Elantra SX,2013,7,"511,000.00",6643.00,90000,Petrol,Individual,Manual,Second Owner,16.3 kmpl,1797 CC,147.5 bhp,177.5Nm@ 4700rpm,5
Honda City 1.5 V MT,2010,10,"300,000.00",3900.00,100000,Petrol,Individual,Manual,Third Owner,17.0 kmpl,1497 CC,118 bhp,146Nm at 4800 rpm,5
Maruti Wagon R LXI,2005,15,"70,000.00",910.00,188000,Petrol,Individual,Manual,Fourth & Above Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5
Hyundai i10 Sportz 1.1L,2008,12,"180,000.00",2340.00,100000,Petrol,Individual,Manual,Third Owner,19.81 kmpl,1086 CC,68.05 bhp,99.04Nm@ 4500rpm,5
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,3,"2,711,000.00",35243.00,9000,Diesel,Dealer,Automatic,First Owner,13.6 kmpl,1999 CC,177 bhp,430Nm@ 1750-2500rpm,5
Lexus ES 300h,2019,1,"5,150,000.00",66950.00,20000,Petrol,Dealer,Automatic,First Owner,22.37 kmpl,2487 CC,214.56 bhp,202Nm@ 3600-5200rpm,5
Jaguar XF 2.0 Diesel Portfolio,2017,3,"3,200,000.00",41600.00,45000,Diesel,Dealer,Automatic,First Owner,19.33 kmpl,1999 CC,177 bhp,430Nm@ 1750-2500rpm,5
Tata Safari Storme EX,2015,5,"503,000.00",6539.00,110000,Diesel,Individual,Manual,First Owner,14.1 kmpl,2179 CC,147.94 bhp,320Nm@ 1500-3000rpm,7
Volvo XC40 D4 Inscription BSIV,2019,1,"3,800,000.00",49400.00,20000,Diesel,Individual,Automatic,First Owner,18.0 kmpl,1969 CC,190 bhp,400Nm,5
Toyota Camry 2.5 Hybrid,2016,4,"2,000,000.00",26000.00,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16 kmpl,2494 CC,157.7 bhp,213Nm@ 4500rpm,5
Maruti Wagon R LXI,2013,7,"225,000.00",2925.00,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5
Maruti Baleno Alpha 1.3,2018,2,"740,000.00",9620.00,38817,Diesel,Dealer,Manual,First Owner,27.39 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
Honda Jazz VX,2016,4,"550,000.00",7150.00,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm,5
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,7,"750,000.00",9750.00,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm,7
Maruti Swift AMT VVT VXI,2019,1,"650,000.00",8450.00,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5
Toyota Etios VX,2017,3,"625,000.00",8125.00,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78 kmpl,1496 CC,88.73 bhp,132Nm@ 3000rpm,5
Maruti Swift AMT ZXI,2018,2,"600,000.00",7800.00,69779,Petrol,Dealer,Automatic,First Owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5
Hyundai Grand i10 1.2 CRDi Sportz,2017,3,"450,000.00",5850.00,56290,Diesel,Dealer,Manual,First Owner,24.0 kmpl,1186 CC,73.97 bhp,190.24nm@ 1750-2250rpm,5
BMW X4 M Sport X xDrive20d,2019,1,"5,400,000.00",70200.00,7500,Diesel,Dealer,Automatic,First Owner,16.78 kmpl,1995 CC,190 bhp,400Nm@ 1750-2500rpm,5
BMW X4 M Sport X xDrive20d,2019,1,"5,500,000.00",71500.00,8500,Diesel,Dealer,Automatic,First Owner,16.78 kmpl,1995 CC,190 bhp,400Nm@ 1750-2500rpm,5
Honda Amaze V CVT Petrol BSIV,2019,1,"779,000.00",10127.00,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0 kmpl,1199 CC,88.76 bhp,110Nm@ 4800rpm,5
Skoda Rapid 1.6 MPI AT Elegance,2016,4,"645,000.00",8385.00,11000,Petrol,Dealer,Automatic,First Owner,14.3 kmpl,1598 CC,103.5 bhp,153Nm@ 3800rpm,5
Volvo V40 D3 R-Design,2018,2,"2,475,000.00",32175.00,2000,Diesel,Dealer,Automatic,First Owner,16.8 kmpl,1984 CC,150 bhp,350Nm@ 1500-2750rpm,5
Hyundai i20 1.2 Asta,2017,3,"730,000.00",9490.00,37333,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5
Maruti Ertiga VDI,2014,6,"450,000.00",5850.00,15000,Diesel,Individual,Manual,Second Owner,20.77 kmpl,1248 CC,88.76 bhp,200Nm@ 1750rpm,7
Hyundai Sonata 2.4 GDi MT,2012,8,"550,000.00",7150.00,330000,Petrol,Individual,Manual,Second Owner,13.44 kmpl,2359 CC,198.25 bhp,250Nm@ 4250rpm,5
Maruti Wagon R LXI CNG,2017,3,"420,000.00",5460.00,60000,CNG,Individual,Manual,First Owner,26.6 km/kg,998 CC,58.16 bhp,77Nm@ 3500rpm,5
Toyota Etios GD,2016,4,"509,999.00",6629.99,80000,Diesel,Individual,Manual,Second Owner,23.59 kmpl,1364 CC,67.05 bhp,170Nm@ 1800-2400rpm,5
Toyota Innova 2.5 G (Diesel) 7 Seater,2015,5,"905,000.00",11765.00,110000,Diesel,Individual,Manual,First Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1400-3400rpm,7
Maruti Swift VDI BSIV,2010,10,"240,000.00",3120.00,134000,Diesel,Individual,Manual,Second Owner,,,,,
Maruti Alto LX,2011,9,"140,000.00",1820.00,72000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2006,14,"300,000.00",3900.00,140000,Diesel,Individual,Manual,Second Owner,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),8
Maruti Ritz LXi,2015,5,"300,000.00",3900.00,80000,Petrol,Individual,Manual,Second Owner,18.5 kmpl,1197 CC,85.80 bhp,114Nm@ 4000rpm,5
Maruti Swift Dzire VDi,2010,10,"225,000.00",2925.00,120000,Diesel,Individual,Manual,Second Owner,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5
Toyota Innova 2.5 G (Diesel) 8 Seater,2015,5,"860,000.00",11180.00,90000,Diesel,Individual,Manual,Second Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1400-3400rpm,8
Renault Duster 85PS Diesel RxL Optional,2012,8,"400,000.00",5200.00,100000,Diesel,Individual,Manual,Second Owner,20.46 kmpl,1461 CC,83.8 bhp,200Nm@ 1900rpm,5
Maruti Swift Dzire LXi,2009,11,"190,000.00",2470.00,90000,Petrol,Individual,Manual,Third Owner,17.5 kmpl,1298 CC,85.8 bhp,114Nm@ 4000rpm,5
Honda Amaze VX i-DTEC,2013,7,"350,000.00",4550.00,140000,Diesel,Individual,Manual,Third Owner,25.8 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5
Chevrolet Spark 1.0 LS,2010,10,"75,000.00",975.00,120000,Petrol,Individual,Manual,First Owner,18.0 kmpl,995 CC,62 bhp,90.3Nm@ 4200rpm,5
Maruti Vitara Brezza VDi AMT,2019,1,"860,000.00",11180.00,35000,Diesel,Individual,Automatic,First Owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5
Maruti Alto K10 VXI,2014,6,"250,000.00",3250.00,50000,Petrol,Individual,Manual,Second Owner,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5
Hyundai Verna 1.4 CRDi,2017,3,"700,000.00",9100.00,82000,Diesel,Individual,Manual,First Owner,24.8 kmpl,1396 CC,88.7 bhp,219.7Nm@ 1750-2750rpm,5
Maruti Swift VDI BSIV,2014,6,"399,000.00",5187.00,70000,Diesel,Individual,Manual,Third Owner,25.2 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
Maruti Ritz LXi,2016,4,"320,000.00",4160.00,90000,Petrol,Individual,Manual,First Owner,18.5 kmpl,1197 CC,85.80 bhp,114Nm@ 4000rpm,5
Toyota Fortuner 4x2 AT,2015,5,"2,000,000.00",26000.00,60000,Diesel,Individual,Automatic,First Owner,12.55 kmpl,2982 CC,168.5 bhp,360Nm@ 1400-3200rpm,7
Skoda Octavia Ambition 2.0 TDI MT,2014,6,"1,100,000.00",14300.00,79000,Diesel,Individual,Manual,Second Owner,20.6 kmpl,1968 CC,141 bhp,320Nm@ 1750-3000rpm,5
Toyota Innova 2.5 V Diesel 7-seater,2011,9,"750,000.00",9750.00,291000,Diesel,Individual,Manual,Second Owner,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),7
Toyota Innova 2.5 V Diesel 7-seater,2010,10,"750,000.00",9750.00,250000,Diesel,Individual,Manual,Second Owner,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),7
Mahindra Bolero 2011-2019 Plus Non AC BSIV PS,2018,2,"530,000.00",6890.00,20000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,63 bhp,180Nm@ 1440-1500rpm,9
Maruti Ciaz ZDi Plus SHVS,2017,3,"750,000.00",9750.00,53000,Diesel,Individual,Manual,First Owner,28.09 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5
Nissan Micra XV CVT,2017,3,"560,000.00",7280.00,21500,Petrol,Individual,Automatic,First Owner,19.34 kmpl,1198 CC,76 bhp,104Nm@ 4400rpm,5
Tata Tiago 1.05 Revotorq XZ WO Alloy,2017,3,"450,000.00",5850.00,89000,Diesel,Individual,Manual,First Owner,27.28 kmpl,1047 CC,69 bhp,140Nm@ 1800-3000rpm,5
Maruti Swift Dzire VXI,2013,7,"459,999.00",5979.99,35000,Petrol,Individual,Manual,Second Owner,19.1 kmpl,1197 CC,85.8 bhp,114Nm@ 4000rpm,5
Maruti Zen Estilo LXI BS IV,2013,7,"235,000.00",3055.00,43000,Petrol,Individual,Manual,Second Owner,19.0 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5
Hyundai Santro Xing GLS,2009,11,"180,000.00",2340.00,80000,Petrol,Individual,Manual,Second Owner,17.92 kmpl,1086 CC,62.1 bhp,96.1Nm@ 3000rpm,5
Hyundai Santro Xing XS,2007,13,"140,000.00",1820.00,80000,Petrol,Individual,Manual,Second Owner,17.8 kmpl,1086 CC,63 bhp,"9.8@ 3,000(kgm@ rpm)",5
Hyundai i20 Asta 1.4 CRDi,2014,6,"620,000.00",8060.00,110000,Diesel,Individual,Manual,First Owner,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5
Hyundai EON Era,2012,8,"190,000.00",2470.00,100000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5
Hyundai EON Sportz,2018,2,"380,000.00",4940.00,25000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5
Ford EcoSport S Diesel BSIV,2019,1,"1,145,000.00",14885.00,20000,Diesel,Individual,Manual,First Owner,23.0 kmpl,1498 CC,98.96 bhp,205Nm@ 1750-3250rpm,5
Tata Zest Quadrajet 1.3 75PS XE,2017,3,"540,000.00",7020.00,70000,Diesel,Individual,Manual,First Owner,22.95 kmpl,1248 CC,74 bhp,190Nm@ 1750-3000rpm,5
Toyota Innova 2.5 V Diesel 7-seater,2011,9,"800,000.00",10400.00,197000,Diesel,Individual,Manual,First Owner,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),7
Maruti Wagon R LXI BSIII,2006,14,"150,000.00",1950.00,100000,Petrol,Individual,Manual,Second Owner,14.0 kmpl,1061 CC,64 bhp,"8.6@ 3,500(kgm@ rpm)",5
Maruti 800 Std,1995,25,"55,000.00",715.00,70000,Petrol,Individual,Manual,First Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4
Mahindra XUV500 W10 2WD,2015,5,"919,999.00",11959.99,140000,Diesel,Individual,Manual,First Owner,16.0 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7
Maruti Esteem LX,2008,12,"75,000.00",975.00,86000,Petrol,Individual,Manual,Second Owner,,,,,
Maruti Alto LXi BSIII,2009,11,"135,000.00",1755.00,50000,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5
Tata Tiago 1.2 Revotron XZ,2017,3,"340,000.00",4420.00,40300,Petrol,Individual,Manual,First Owner,23.84 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm,5
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2010,10,"525,000.00",6825.00,120000,Diesel,Individual,Manual,Second Owner,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),8
Maruti Celerio VXI,2016,4,"411,000.00",5343.00,25000,Petrol,Individual,Manual,Second Owner,23.1 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5
Maruti Wagon R LXI Minor,2010,10,"150,000.00",1950.00,155000,Petrol,Individual,Manual,Third Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5
Honda Jazz 1.2 V AT i VTEC,2015,5,"575,000.00",7475.00,50000,Petrol,Individual,Automatic,First Owner,19.0 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm,5
Hyundai i20 Asta Option 1.2,2017,3,"595,000.00",7735.00,30030,Petrol,Dealer,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5
Hyundai Xcent 1.2 Kappa SX Option,2017,3,"525,000.00",6825.00,29029,Petrol,Dealer,Manual,First Owner,19.1 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5
Maruti Ritz VDi,2012,8,"335,000.00",4355.00,72072,Diesel,Dealer,Manual,First Owner,21.1 kmpl,1248 CC,73.9 bhp,113Nm@ 4500rpm,5
Ford Figo Diesel EXI,2012,8,"300,000.00",3900.00,54000,Diesel,Individual,Manual,First Owner,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm,5
Hyundai i20 2015-2017 Sportz Option 1.4 CRDi,2012,8,"415,000.00",5395.00,82082,Diesel,Dealer,Manual,First Owner,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5
Mahindra XUV500 W8 2WD,2016,4,"925,000.00",12025.00,48000,Diesel,Individual,Manual,Second Owner,16.0 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7
Maruti Ertiga BSIV ZXI Plus,2016,4,"750,000.00",9750.00,20000,Petrol,Individual,Manual,First Owner,17.5 kmpl,1373 CC,91.1 bhp,130Nm@ 4000rpm,7
Hyundai Verna CRDi 1.6 AT SX Option,2018,2,"1,150,000.00",14950.00,49000,Diesel,Individual,Automatic,First Owner,22.0 kmpl,1582 CC,126.2 bhp,259.87nm@ 1500-3000rpm,5
Datsun GO Plus T BSIV,2015,5,"260,000.00",3380.00,35000,Petrol,Individual,Manual,Third Owner,19.44 kmpl,1198 CC,67 bhp,104Nm@ 4000rpm,7
Maruti Alto 800 CNG LXI,2017,3,"260,000.00",3380.00,67000,CNG,Individual,Manual,First Owner,33.44 km/kg,796 CC,40.3 bhp,60Nm@ 3500rpm,4
Maruti Swift Dzire Vdi BSIV,2011,9,"347,000.00",4511.00,80600,Diesel,Individual,Manual,First Owner,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5
Hyundai EON Magna Optional,2013,7,"195,000.00",2535.00,58609,Petrol,Individual,Manual,Second Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5
Fiat Punto Pure 1.2L FIRE,2016,4,"265,000.00",3445.00,33003,Petrol,Individual,Manual,First Owner,15.7 kmpl,1172 CC,67 bhp,96Nm@ 2500rpm,5
Maruti Wagon R LXI CNG,2016,4,"320,000.00",4160.00,43000,CNG,Individual,Manual,Second Owner,26.6 km/kg,998 CC,58.16 bhp,77Nm@ 3500rpm,5
Hyundai i20 Magna 1.2,2016,4,"590,000.00",7670.00,16500,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5
Toyota Innova 2.5 GX 8 STR BSIV,2012,8,"650,000.00",8450.00,138000,Diesel,Individual,Manual,Second Owner,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),8
Mahindra Scorpio 2009-2014 EX 9S BSIII,2013,7,"509,999.00",6629.99,165500,Diesel,Individual,Manual,Second Owner,14.0 kmpl,2523 CC,75 bhp,200Nm@ 1400-2200rpm,9
Maruti Swift Dzire ZDi,2011,9,"350,000.00",4550.00,120000,Diesel,Individual,Manual,Second Owner,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5
Tata Nexon 1.5 Revotorq XM,2018,2,"749,000.00",9737.00,30000,Diesel,Individual,Manual,First Owner,21.5 kmpl,1497 CC,108.5 bhp,260Nm@ 1500-2750rpm,5
Tata Indigo CS LS (TDI) BS III,2010,10,"150,000.00",1950.00,70000,Diesel,Individual,Manual,Second Owner,19.09 kmpl,1396 CC,69 bhp,135Nm@ 2500rpm,5
Hyundai Santro LE,2001,19,"33,983.00",441.78,80000,Petrol,Individual,Manual,Second Owner,,,,,
Maruti Zen LX,2003,17,"58,000.00",754.00,170000,Petrol,Individual,Manual,Third Owner,17.3 kmpl,993 CC,60 bhp,78Nm@ 4500rpm,5
